89.5,WPKN,Bridgeport,CT,2007,7-May,116,T
89.5,WSCL,Sailsbury,MD,2005,,,T
89.5,WSJI,Cherry Hill,NJ,2005,,,G
89.5,WSOU,South Orange,LA,2005,,,G
89.5,WSRX,Naples,FL,2011,20-Jun,1045,E
89.5,WUNY,Utica,NY,2012,6-Jul,210,T
89.5,WVPR,Windsor,VT,2012,27-Aug,259,T
89.5,WWPJ,Pen Argyl,PA,2008,9-Sep,58,T
89.5,WYAZ,Yazoo City,MS,2015,14-May,978,E
89.7,CKOA,Glace Bay,NS,2008,27-Jun,854,E
89.7,HION,Santiago,DR,2007,16-Jun,1430,E
89.7,KACC,Alvin,TX,2011,12-Jul,1369,E
89.7,KANH,Emporia,KS,2008,27-Jun,1144,E
89.7,KBHN,Booneville,AR,2010,14-May,1106,E
89.7,KCMF,Fergus Falls,MN,2007,26-Jun,1150,E
89.7,KCVQ,Knob Noster,MO,2008,27-Jun,1001,E
89.7,KGRP,Grand Rapids,MN,2015,22-Jun,1066,E
89.7,KIWR,Council Bluffs,IA,2008,27-Jun,1112,E
89.7,KJCV,Country Club,MO,2009,28-Jul,1071,E
89.7,KJTH,Ponca City,OK,2007,5-May,1254,E
89.7,KKTR,Kirksville,MO,2013,5-Jul,937,E
89.7,KMSU,Mankato,MN,2007,26-Jun,1020,E
89.7,KNLP,Potosi,MO,2014,6-Jul,869,E
89.7,KOZO,Branson,MO,2014,1-Jul,1027,E
89.7,KPCS,Princeton,MN,2011,10-Jun,1020,E
89.7,KRLE,Carbon Hill,AL,2014,12-Jun,821,E
89.7,KTYR,Trinity,TX,2014,4-Jul,,E
89.7,KUAP,Pine Bluff,AR,2008,10-Jul,1029,E
89.7,KUSD,Vermillion,SD,2010,24-Jun,1150,E
89.7,KVRK,Sanger,TX,2008,3-Jul,1302,E
89.7,KWJP,Paola,KS,2012,12-Jun,1081,E
89.7,WAUQ,Charles City,VA,2007,6-Sep,226,T
89.7,WCPE,Raleigh,NC,2007,23-May,351,T
89.7,WDVR,Delaware Twp.,NJ,2005,,,G
89.7,WFGB,Kingston,NY,2007,8-May,140,T
89.7,WGBH,Boston,MA,2005,10-May,240,T
89.7,WGLS,Glassboro,NJ,2005,,,G
89.7,WHND,Sister Bay,WI,2015,21-Jun,732,E
89.7,WISU,Terre Haute,IN,2013,26-Jul,676,E
89.7,WJHO,Alexander City,AL,2014,12-Jun,782,E
89.7,WJLU,New Smyrna Beach,FL,2010,2-Jul,843,E
89.7,WKSU,Kent,OH,2012,30-Aug,350,T
89.7,WLSN,Grand Marais,MN,2010,4-Jul,934,E
89.7,WLUJ,Springfield,IL,2013,5-Jul,784,E
89.7,WMCU,Miami,FL,2007,16-Jun,1058,E
89.7,WMUM,Cochran,GA,2011,11-Jul,707,E
89.7,WNJA,Jamestown,NY,2008,23-Sep,260,T
89.7,WNJN,Atlantic City,NJ,2007,18-Jun,46,T
89.7,WONU,Kankakee,IL,2014,6-Jul,688,E
89.7,WPAE,Centreville,MS,2007,14-Jul,1103,E
89.7,WQEJ,Johnstown,PA,2007,19-Sep,222,T
89.7,WRDR,Freehold Twp.,NJ,2005,,,G
89.7,WRTU,San Juan,PR,2007,11-Aug,1595,E
89.7,WTBP,Bath,ME,2013,21-Sep,371,T
89.7,WTMD,Towson,MD,2007,16-Aug,109,T
89.7,WUEC,Eau Claire,WI,2014,11-Jun,907,E
89.7,WUSF,Tampa,FL,2007,5-Jul,948,E
89.7,WVFS,Tallahassee,FL,2015,3-Jun,847,E
89.7,WZKM,Waynesboro,MS,2013,8-Jul,971,E
89.7,XEOYE,Mexico City,MX,2015,22-Jun,2018,E
89.9,CHNS,Halifax,NS,2008,24-Aug,648,T
89.9,CHTN-2,St. Edward,PEI,2010,14-May,708,E
89.9,CIHT,Ottawa,ON,2008,20-Sep,376,T
89.9,CJBC-2,Paris,ON,2013,9-Sep,363,T
89.9,CKSB,Winnipeg,MB,2010,4-Jul,1287,E
89.9,KCVY,Cabool,MO,2012,24-Jul,953,E
89.9,KDAQ,Shreveport,LA,2007,22-May,1178,E
89.9,KFLV,Wilber,NE,2013,29-May,1154,E
89.9,KGRJ,Chamberlain,SD,2012,5-Jul,1280,E
89.9,KHIS,Jackson,MO,2012,31-May,836,E
89.9,KKWE,Blue Earth,MN,2015,22-Jun,1149,E
89.9,KLAS FM,Kingston,Jamaica,2007,29-Jul,1532,E
89.9,KLXA,Alexandria,LA,2015,14-May,1156,E
89.9,KMCV,High Point,MO,2013,28-May,952,E
89.9,KMOJ,Minneapolis,MN,2012,7-Jun,992,E
89.9,KRJE,Hawkeye,IA,2014,30-Jun,900,E
89.9,KRPS,Pittsburgh,KS,2008,27-Jun,1094,E
89.9,KTHF,Hammon,OK,2012,12-Jun,1371,E
89.9,KVMN,Cave City,AR,2013,17-May,954,E
89.9,KWKL,Grandfield,OK,2009,12-Jun,1356,E
89.9,WCGF,Cambridge Springs,PA,2014,30-Aug,320,T
89.9,WCNO,Palm City,FL,2007,14-Jul,953,E
89.9,WHSA,Brule,WI,2013,26-Jul,948,E
89.9,WJCT,Jacksonville,FL,2011,3-Jul,779,E
89.9,WJPH,Woodbine,NJ,2005,,,T
89.9,WJWJ,Beaufort,SC,2013,21-Jun,607,T
89.9,WKCR,New York,NY,2005,,,G
89.9,WLJN,Traverse City,MI,2013,26-Jul,640,E
89.9,WMAB,Mississippi State,MS,2014,11-May,920,E
89.9,WNJM,Manahwakin,NJ,2005,,,T
89.9,WOEL,Elkton,MD,2005,,,T
89.9,WPER,Culpeper,VA,2012,12-Jul,188,T
89.9,WRVO,Oswego,NY,2014,16-Jun,246,T
89.9,WRVS,Elizabeth City,NC,2007,24-Jul,276,T
89.9,WSUF,Noyack,NY,2005,,,T
89.9,WTSU,Montgomery-Troy,AL,2014,22-Jun,837,E
89.9,WUCF,Orlando ,FL,2008,9-Jul,875,E
89.9,WVIA,Scranton,PA,2005,,,G
89.9,WWNO,New Orleans,LA,2007,13-Jul,1110,E
89.9,ZSS,Spanish Wells,Bahamas,2014,18-Jun,1049,E
90.1,KNSE,Austin,MN,2010,17-Jun,972,E
90.1,KZLW,Gretna,NE,2013,29-May,1146,E
90.1,WCSP,Washington,DC,2007,29-Aug,151,T
90.1,WGCU,Fort Myers,FL,2012,24-Jul,1002,E
90.1,WHRX,Nassawadox,VA,2012,24-Aug,185,T
90.1,WJUF,Inverness,FL,2015,3-Jun,885,E
90.1,WMEA,Portland,ME,2008,13-Jul,332,T
90.1,WMFU,Mount Hope,NY,2010,3-Sep,91,T
90.1,WMPR,Jackson,MS,2015,14-May,1009,E
90.1,WPSX,Kane,PA,2013,24-Sep,233,T
90.1,WRTI,Philadelphia,PA,2005,,,G
90.1,WUSB,Stoney Brook,NY,2006,17-Aug,105,T
90.3,CBNM,Marystown,NF,2008,27-Jun,1091,E
90.3,CMBC,La Habana,Cuba,2013,15-Jul,1283,E
90.3,CMNP,Pilon,Cuba,2008,26-Jun,1400,E
90.3,KANQ,Chanute,KS,2012,7-Jun,1132,E
90.3,KBUZ,Topeka,KS,2013,5-Jul,1131,E
90.3,KCCD,Moorhead,MN,2010,17-Jun,1181,E
90.3,KCRL,Sunrise Beach,MO,2015,21-Jun,976,E
90.3,KEDM,Monroe,LA,2015,14-May,1083,E
90.3,KGNN,Cuba,MO,2014,1-Jul,895,E
90.3,KJSD,Watertown,SD,2012,10-Jun,1172,E
90.3,KLCU,Ardmore,OK,2013,11-Jul,1292,E
90.3,KLUH,Poplar Bluff,MO,2013,1-Jun,875,E
90.3,KMKL,North Branch,MN,2012,7-Jun,991,E
90.3,KMNE,Bassett,NE,2008,26-Jul,1287,E
90.3,KPDR,Wheeler,TX,2014,11-Jun,1435,E
90.3,KWIT,Sioux City,IA,2013,29-May,1122,E
90.3,KYLC,Lake Charles,LA,2013,23-Jun,1215,E
90.3,WAFG,Fort Lauderdale,FL,2007,21-Jun,1009,E
90.3,WAMC,Albany,NY,2006,12-Sep,193,T
90.3,WBRH,Baton Rouge,LA,2008,1-Jul,1136,E
90.3,WEJF,Palm Bay,FL,2013,12-Jul,898,E
90.3,WHBM,Park Falls,WI,2011,8-Jul,877,E
90.3,WHLA,La Crosse,WI,2014,6-Jul,887,E
90.3,WHPC,Garden City,NY,2005,,,T
90.3,WHRO,Norfolk,VA,2006,17-Aug,247,T
90.3,WJLH,Flagler Beach,FL,2012,24-Jul,825,E
90.3,WJTL,Lancaster,PA,2007,23-Apr,88,T
90.3,WKNS,Kinston,NC,2013,21-Jun,364,T
90.3,WLVF,Haines City,FL,2006,28-May,913,E
90.3,WMAH,Biloxi,MS,2012,4-Jun,1023,E
90.3,WMAV,Oxford,MS,2008,29-May,912,E
90.3,WMSH,Sparta,IL,2014,6-Jul,822,E
90.3,WNJO,Toms River,NJ,2010,7-May,40,T
90.3,WPLN,Nashville,TN,2008,29-May,713,E
90.3,WQUB,Quincy,IL,2012,7-Jun,876,E
90.3,WRIU,Kingston,RI,2007,17-Jul,195,T
90.3,WUSI,Olney,IL,2013,26-Jul,716,E
90.3,WVPH,Piscataway,NJ,2005,,,G
90.3,WXLV,Schnecksville,PA,2005,,,G
90.5,Radio26,Matanzas,Cuba,2013,15-Jul,1244,E
90.5,CBQQ,Fort Frances,ON,2010,4-Jul,1099,E
90.5,KBMP,Enterprise,KS,2013,29-May,1201,E
90.5,KBXE,Bagley,MN,2012,1-Aug,1135,E
90.5,KCGR,Oran,MO,2013,1-Jun,829,E
90.5,KCND,Bismarck,ND,2007,28-Jun,1373,E
90.5,KFXU,Chickasha,OK,2011,25-Jun,1315,E
90.5,KGAC,St. Peter,MN,2007,18-Jun,1026,E
90.5,KGKD,Columbus,NE,2013,29-May,1196,E
90.5,KGVV,Goltry,OK,2013,29-May,1281,E
90.5,KLFT,Kaplan,LA,2013,8-Jul,1214,E
90.5,KLRE,Little Rock,AR,2011,20-Jun,1030,E
90.5,KNLL,Nashville,AR,2014,11-May,1132,E
