96.1,14.05.15,Es,USA,KYKZ,Sulphur,LA,1244,,
96.3,14.05.15,Es,USA,WUSJ,Jackson,MS,1025,,
88.9,14.05.15,Es,USA,KLDN,Lufkin,TX,1266,,
90.5,14.05.15,Es,USA,WQVI,Tupelo,MS,976,,
92.9,14.05.15,Es,USA,KHLA,Jennings,LA,1231,,
92.9,14.05.15,Es,USA,WDXO,Hazlehurst,MS,1036,,
93.5,14.05.15,Es,USA,KJAE,Leesville,LA,1205,,
98.7,14.05.15,Es,USA,WJKK,Jackson,MS,1025,,
102.3,14.05.15,Es,USA,KBCE,Boyce,LA,1164,,
89.9,14.05.15,Es,USA,WMAB,Mississippi State,MS,919,,
93.9,14.05.15,Es,USA,WJAI,Pearl,MS,999,,
100.5,14.05.15,Es,USA,KQBB,Center,TX,1230,,
101.7,14.05.15,Es,USA,WYOY,Gluckstadt,MS,1005,,
88.7,14.05.15,Es,USA,KRVS,Lafayette,LA,1195,,
89.7,14.05.15,Es,USA,WPAE,Centreville,MS,1100,,
90.1,14.05.15,Es,USA,WMPR,Jackson,MS,1009,,
91.7,14.05.15,Es,USA,WAJS,Tupelo,MS,874,,
94.9,14.05.15,Es,USA,WKOR,Columbus,MS,872,,
98.3,14.05.15,Es,USA,WKOZ r:WKOZ 1340,Carthage,MS,948,,
100.5,14.05.15,Es,USA,WRTM,Port Gibson,MS,995,,
100.9,14.05.15,Es,USA,WJXN,Utica,MS,1027,,
102.9,14.05.15,Es,USA,WMSI,Vicksburg,MS,1022,,
88.3,14.05.15,Es,USA,KPCP,New Roads,LA,1141,,
90.5,14.05.15,Es,USA,WCSO,Columbus,MS,876,,
91.1,14.05.15,Es,USA,WMSV,Starkville,MS,897,,
93.5,14.05.15,Es,USA,WHJT,Clinton,MS,1015,,
98.5,14.05.15,Es,USA,KTJM,Beaumont,TX,1311,,
91.1,14.05.15,Es,USA,KOJO,Lake Arthur,LA,1227,,
106.7,14.05.15,Es,USA,KUMX,North Fort Polk,LA,1208,,
89.3,14.05.15,Es,USA,WALN,Carrollton,AL,874,,
106.9,14.05.15,Es,USA,KHPT,Conroe,TX,1330,,
92.5,14.05.15,Es,USA,WQST,Forest,MS,971,,
95.5,14.05.15,Es,USA,KRRQ,Lafayette,LA,1184,,
95.7,14.05.15,Es,USA,KROK,North Fort Polk,LA,1208,,
99.7,14.05.15,Es,USA,WJMI,Jackson,MS,1024,,
100.9,14.05.15,Es,USA,WKBB,West Point,MS,890,,
103.5,14.05.15,Es,USA,KLAA,Tioga,LA,1151,,
