,Freq,Calls,Date,Prop,Country,City,State,Miles
481,89.5,WGSG,2015-06-03,Es,USA,Mayo,FL,830
483,89.5,WKSG,2015-06-03,Es,USA,Cedar Creek,FL,844
2063,89.5,WGTF,2015-12-30,Es,USA,Dothan,AL,848
3149,89.5,KOKS,2016-07-12,Es,USA,Poplar Bluff,MO,880
426,89.5,WFIT,2015-06-03,Es,USA,Melbourne,FL,884
320,89.5,WYAZ,2015-05-14,Es,USA,Yazoo City,MS,978
291,89.5,WSOU,2005-04-11,G,,South Orange,LA,
290,89.5,WSJI,2005-04-11,G,,Cherry Hill,NJ,
289,89.5,WSCL,2005-04-11,T,,Sailsbury,MD,
282,89.5,WITF,2005-04-11,G,,Harrisburg,PA,
335,89.7,WNJN,2007-06-18,T,,Atlantic City,NJ,46.0
342,89.7,WTMD,2007-08-16,T,,Towson,MD,109.0
322,89.7,WFGB,2007-05-08,T,,Kingston,NY,140.0
338,89.7,WQEJ,2007-09-19,T,,Johnstown,PA,222.0
319,89.7,WAUQ,2007-09-06,T,,Charles City,VA,226.0
323,89.7,WGBH,2005-05-10,T,,Boston,MA,240.0
334,89.7,WNJA,2008-09-23,T,,Jamestown,NY,260.0
329,89.7,WKSU,2012-08-30,T,,Kent,OH,350.0
320,89.7,WCPE,2007-05-23,T,,Raleigh,NC,351.0
341,89.7,WTBP,2013-09-21,T,,Bath,ME,371.0
326,89.7,WISU,2013-07-26,E,,Terre Haute,IN,676.0
336,89.7,WONU,2014-07-06,E,,Kankakee,IL,688.0
333,89.7,WMUM,2011-07-11,E,,Cochran,GA,707.0
327,89.7,WJHO,2014-06-12,E,,Alexander City,AL,782.0
331,89.7,WLUJ,2013-07-05,E,,Springfield,IL,784.0
313,89.7,KRLE,2014-06-12,E,,Carbon Hill,AL,821.0
328,89.7,WJLU,2010-07-02,E,,New Smyrna Beach,FL,843.0
297,89.7,CKOA,2008-06-27,E,,Glace Bay,NS,854.0
310,89.7,KNLP,2014-07-06,E,,Potosi,MO,869.0
343,89.7,WUEC,2014-06-11,E,,Eau Claire,WI,907.0
330,89.7,WLSN,2010-07-04,E,,Grand Marais,MN,934.0
308,89.7,KKTR,2013-07-05,E,,Kirksville,MO,937.0
344,89.7,WUSF,2007-07-05,E,,Tampa,FL,948.0
346,89.7,WZKM,2013-07-08,E,,Waynesboro,MS,971.0
303,89.7,KCVQ,2008-06-27,E,,Knob Noster,MO,1001.0
309,89.7,KMSU,2007-06-26,E,,Mankato,MN,1020.0
312,89.7,KPCS,2011-06-10,E,,Princeton,MN,1020.0
311,89.7,KOZO,2014-07-01,E,,Branson,MO,1027.0
315,89.7,KUAP,2008-07-10,E,,Pine Bluff,AR,1029.0
332,89.7,WMCU,2007-06-16,E,,Miami,FL,1058.0
304,89.7,KGRP,2015-06-22,E,,Grand Rapids,MN,1066.0
306,89.7,KJCV,2009-07-28,E,,Country Club,MO,1071.0
318,89.7,KWJP,2012-06-12,E,,Paola,KS,1081.0
337,89.7,WPAE,2007-07-14,E,,Centreville,MS,1103.0
301,89.7,KBHN,2010-05-14,E,,Booneville,AR,1106.0
305,89.7,KIWR,2008-06-27,E,,Council Bluffs,IA,1112.0
300,89.7,KANH,2008-06-27,E,,Emporia,KS,1144.0
302,89.7,KCMF,2007-06-26,E,,Fergus Falls,MN,1150.0
316,89.7,KUSD,2010-06-24,E,,Vermillion,SD,1150.0
307,89.7,KJTH,2007-05-05,E,,Ponca City,OK,1254.0
317,89.7,KVRK,2008-07-03,E,,Sanger,TX,1302.0
299,89.7,KACC,2011-07-12,E,,Alvin,TX,1369.0
298,89.7,HION,2007-06-16,E,,Santiago,DR,1430.0
340,89.7,WRTU,2007-08-11,E,,San Juan,PR,1595.0
347,89.7,XEOYE,2015-06-22,E,,Mexico City,MX,2018.0
377,89.7,WKCP,2015-06-03,Es,USA,Homestead,FL,1045
358,89.7,HIJ44,2015-06-03,Es,DOM,Santiago de los Caballeros,sto,1429
4375,89.7,WNOC,2017-06-25,Es,USA,Bowling Green,OH,481
6218,89.7,WMHK,2015-08-11,Es,USA,Columbia,SC,522
5093,89.7,WYHH,2018-06-20,Es,USA,Highland Heights,KY,525
4385,89.7,WSPB,2017-06-25,Es,USA,Bedford,MI,578
5055,89.7,WDCL,2018-06-20,Es,USA,Somerset,KY,597
4422,89.7,WNHG,2017-06-25,Es,USA,Grand Rapids,MI,605
5289,89.7,WLMN,2018-06-20,Es,USA,Manistee,MI,662
5970,89.7,WYBK,2015-08-11,Es,USA,Chattanooga,TN,667
3653,89.7,WUWM,2016-07-12,Es,USA,Milwaukee,WI,718
563,89.7,WHND,2015-06-21,Es,USA,Sister Bay,WI,732
3815,89.7,CKGN,2016-07-12,Es,CAN,Kapuskasing,ON,760
485,89.7,WVFS,2015-06-03,Es,USA,Tallahassee,FL,847
4268,89.7,KNSY,2017-06-25,Es,USA,Dubuque,IA,858
339,89.7,WRDR,2005-04-11,G,,Freehold Twp.,NJ,
324,89.7,WGLS,2005-04-11,G,,Glassboro,NJ,
321,89.7,WDVR,2005-04-11,G,,Delaware Twp.,NJ,
314,89.7,KTYR,2014-07-04,E,,Trinity,TX,
379,89.9,WPER,2012-07-12,T,,Culpeper,VA,188.0
380,89.9,WRVO,2014-06-16,T,,Oswego,NY,246.0
381,89.9,WRVS,2007-07-24,T,,Elizabeth City,NC,276.0
351,89.9,CJBC-2,2013-09-09,T,,Paris,ON,363.0
350,89.9,CIHT,2008-09-20,T,,Ottawa,ON,376.0
373,89.9,WJWJ,2013-06-21,T,,Beaufort,SC,607.0
375,89.9,WLJN,2013-07-26,E,,Traverse City,MI,640.0
348,89.9,CHNS,2008-08-24,T,,Halifax,NS,648.0
349,89.9,CHTN-2,2010-05-14,E,,St. Edward,PEI,708.0
371,89.9,WJCT,2011-07-03,E,,Jacksonville,FL,779.0
357,89.9,KHIS,2012-05-31,E,,Jackson,MO,836.0
383,89.9,WTSU,2014-06-22,E,,Montgomery-Troy,AL,837.0
384,89.9,WUCF,2008-07-09,E,,Orlando ,FL,875.0
363,89.9,KRJE,2014-06-30,E,,Hawkeye,IA,900.0
376,89.9,WMAB,2014-05-11,E,,Mississippi State,MS,920.0
370,89.9,WHSA,2013-07-26,E,,Brule,WI,948.0
369,89.9,WCNO,2007-07-14,E,,Palm City,FL,953.0
353,89.9,KCVY,2012-07-24,E,,Cabool,MO,953.0
366,89.9,KVMN,2013-05-17,E,,Cave City,AR,954.0
362,89.9,KMOJ,2012-06-07,E,,Minneapolis,MN,992.0
387,89.9,ZSS,2014-06-18,E,,Spanish Wells,Bahamas,1049.0
364,89.9,KRPS,2008-06-27,E,,Pittsburgh,KS,1094.0
386,89.9,WWNO,2007-07-13,E,,New Orleans,LA,1110.0
358,89.9,KKWE,2015-06-22,E,,Blue Earth,MN,1149.0
355,89.9,KFLV,2013-05-29,E,,Wilber,NE,1154.0
354,89.9,KDAQ,2007-05-22,E,,Shreveport,LA,1178.0
356,89.9,KGRJ,2012-07-05,E,,Chamberlain,SD,1280.0
352,89.9,CKSB,2010-07-04,E,,Winnipeg,MB,1287.0
367,89.9,KWKL,2009-06-12,E,,Grandfield,OK,1356.0
365,89.9,KTHF,2012-06-12,E,,Hammon,OK,1371.0
359,89.9,KLAS FM,2007-07-29,E,,Kingston,Jamaica,1532.0
3636,89.9,KRGM,2016-07-12,Es,USA,Marshall,MN,1108
5482,89.9,W210CC,2018-07-09,Tropo,USA,Salisbury,MD,113
147,89.9,KLXA,2015-05-14,Es,USA,Alexandria,LA,1156
3402,89.9,KJIH,2016-07-12,Es,USA,Manhattan,KS,1160
2130,89.9,KLRB,2015-12-31,Es,USA,Stuart,OK,1223
5837,89.9,KCVG,2019-07-20,Es,USA,Hastings,NE,1246
5016,89.9,ZFKC,2018-06-18,Es,CYM,Northward,gcy,1474
4219,89.9,KLAS,2017-06-12,Es,JMC,Montego Bay,sjm,1489
4216,89.9,KACV,2017-06-12,Es,USA,Amarillo,TX,1512
5847,89.9,KJRC,2019-07-20,Es,USA,Rapid City,SD,1517
4815,89.9,WTLR,2017-10-04,Tropo,USA,State College,PA,183
68,89.9,WCGF,2014-08-30,Tropo,USA,Cambridge Springs,PA,320
1658,89.9,WERU,2015-09-27,Tropo,USA,Blue Hill,ME,442
1618,89.9,WDAV,2015-09-06,Tropo,USA,Davidson,NC,455
3529,89.9,WRRO,2016-07-12,Es,USA,Edon,OH,541
5176,89.9,WKVO,2018-06-20,Es,USA,Georgetown,KY,542
4231,89.9,WSOF,2017-06-13,Es,USA,Madisonville,KY,712
2545,89.9,WTBB,2016-06-29,Es,USA,Gadsden,AL,740
1858,89.9,WAYW,2015-12-30,Es,USA,New Johnsonville,TN,769
1806,89.9,WCBU,2015-12-30,Es,USA,Peoria,IL,786
2530,89.9,W210CA,2016-06-29,Es,USA,Birmingham,AL,803
3778,89.9,WWSP,2016-07-12,Es,USA,Stevens Point,WI,830
1028,89.9,WJTF,2015-06-30,Es,USA,Panama City,FL,905
4313,89.9,KRPR,2017-06-25,Es,USA,Rochester,MN,950
374,89.9,WKCR,2005-04-11,G,,New York,NY,
372,89.9,WJPH,2005-04-11,T,,Woodbine,NJ,
377,89.9,WNJM,2005-04-11,T,,Manahwakin,NJ,
385,89.9,WVIA,2005-04-11,G,,Scranton,PA,
382,89.9,WSUF,2005-04-11,T,,Noyack,NY,
378,89.9,WOEL,2005-04-11,T,,Elkton,MD,
395,90.1,WMFU,2010-09-03,T,,Mount Hope,NY,91.0
399,90.1,WUSB,2006-08-17,T,,Stoney Brook,NY,105.0
390,90.1,WCSP,2007-08-29,T,,Washington,DC,151.0
392,90.1,WHRX,2012-08-24,T,,Nassawadox,VA,185.0
397,90.1,WPSX,2013-09-24,T,,Kane,PA,233.0
394,90.1,WMEA,2008-07-13,T,,Portland,ME,332.0
393,90.1,WJUF,2015-06-03,E,,Inverness,FL,885.0
388,90.1,KNSE,2010-06-17,E,,Austin,MN,972.0
391,90.1,WGCU,2012-07-24,E,,Fort Myers,FL,1002.0
389,90.1,KZLW,2013-05-29,E,,Gretna,NE,1146.0
199,90.1,WMPR,2015-05-14,Es,USA,Jackson,MS,1009
3393,90.1,KKFI,2016-07-12,Es,USA,Kansas City,MO,1055
922,90.1,KLRO,2015-06-30,Es,USA,Hot Springs,AR,1076
2890,90.1,KSAU,2016-07-12,Es,USA,Nacogdoches,TX,1254
3237,90.1,KUCO,2016-07-12,Es,USA,Oklahoma City,OK,1277
6198,90.1,KERA,2015-08-11,Es,USA,Dallas,TX,1335
2747,90.1,KPFT,2016-07-12,Es,USA,Houston,TX,1363
5474,90.1,WZRU,2018-07-09,Tropo,USA,Garysburg,NC,296
1002,90.1,WXVS,2015-06-30,Es,USA,Waycross,GA,744
5948,90.1,WJOU,2015-08-11,Es,USA,Huntsville,AL,746
2950,90.1,WFRU,2016-07-12,Es,USA,Tallahassee,FL,845
398,90.1,WRTI,2005-04-11,G,,Philadelphia,PA,
432,90.3,WNJO,2010-05-07,T,,Toms River,NJ,40.0
426,90.3,WJTL,2007-04-23,T,,Lancaster,PA,88.0
418,90.3,WAMC,2006-09-12,T,,Albany,NY,193.0
435,90.3,WRIU,2007-07-17,T,,Kingston,RI,195.0
424,90.3,WHRO,2006-08-17,T,,Norfolk,VA,247.0
427,90.3,WKNS,2013-06-21,T,,Kinston,NC,364.0
433,90.3,WPLN,2008-05-29,E,,Nashville,TN,713.0
436,90.3,WUSI,2013-07-26,E,,Olney,IL,716.0
431,90.3,WMSH,2014-07-06,E,,Sparta,IL,822.0
425,90.3,WJLH,2012-07-24,E,,Flagler Beach,FL,825.0
411,90.3,KLUH,2013-06-01,E,,Poplar Bluff,MO,875.0
434,90.3,WQUB,2012-06-07,E,,Quincy,IL,876.0
421,90.3,WHBM,2011-07-08,E,,Park Falls,WI,877.0
422,90.3,WHLA,2014-07-06,E,,La Crosse,WI,887.0
408,90.3,KGNN,2014-07-01,E,,Cuba,MO,895.0
420,90.3,WEJF,2013-07-12,E,,Palm Bay,FL,898.0
430,90.3,WMAV,2008-05-29,E,,Oxford,MS,912.0
428,90.3,WLVF,2006-05-28,E,,Haines City,FL,913.0
412,90.3,KMKL,2012-06-07,E,,North Branch,MN,991.0
417,90.3,WAFG,2007-06-21,E,,Fort Lauderdale,FL,1009.0
429,90.3,WMAH,2012-06-04,E,,Biloxi,MS,1023.0
400,90.3,CBNM,2008-06-27,E,,Marystown,NF,1091.0
415,90.3,KWIT,2013-05-29,E,,Sioux City,IA,1122.0
404,90.3,KBUZ,2013-07-05,E,,Topeka,KS,1131.0
403,90.3,KANQ,2012-06-07,E,,Chanute,KS,1132.0
419,90.3,WBRH,2008-07-01,E,,Baton Rouge,LA,1136.0
409,90.3,KJSD,2012-06-10,E,,Watertown,SD,1172.0
405,90.3,KCCD,2010-06-17,E,,Moorhead,MN,1181.0
416,90.3,KYLC,2013-06-23,E,,Lake Charles,LA,1215.0
401,90.3,CMBC,2013-07-15,E,,La Habana,Cuba,1283.0
413,90.3,KMNE,2008-07-26,E,,Bassett,NE,1287.0
410,90.3,KLCU,2013-07-11,E,,Ardmore,OK,1292.0
402,90.3,CMNP,2008-06-26,E,,Pilon,Cuba,1400.0
414,90.3,KPDR,2014-06-11,E,,Wheeler,TX,1435.0
153,90.3,KEDM,2015-05-14,Es,USA,Monroe,LA,1083
5590,90.3,WCIH,2018-10-05,Tropo,USA,Ridgebury,PA,181
1606,90.3,WRBK,2015-09-06,Tropo,USA,Richburg,SC,499
1854,90.3,WSSB,2015-12-30,Es,USA,Orangeburg,SC,557
3527,90.3,WBCL,2016-07-12,Es,USA,Fort Wayne,IN,560
6235,90.3,WKIH,2015-08-11,Es,USA,Vidalia,GA,661
5164,90.3,WKWC,2018-06-20,Es,USA,Owensboro,KY,686
4485,90.3,WRST,2017-06-25,Es,USA,Oshkosh,WI,768
4294,90.3,WJWD,2017-06-25,Es,USA,Marshall,WI,782
857,90.3,WBHM,2015-06-30,Es,USA,Birmingham,AL,802
3515,90.3,WVIK,2016-07-12,Es,USA,Davenport,IA,835
987,90.3,WDYF,2015-06-30,Es,USA,Dothan,AL,851
5116,90.3,KSMW,2018-06-20,Es,USA,West Plains,MO,953
572,90.3,KCRL,2015-06-21,Es,USA,Sunrise Beach,MO,976
423,90.3,WHPC,2005-04-11,T,,Garden City,NY,
438,90.3,WXLV,2005-04-11,G,,Schnecksville,PA,
437,90.3,WVPH,2005-04-11,G,,Piscataway,NJ,
477,90.5,WPKT,2007-07-10,T,,Meriden,CT,142.0
467,90.5,WCRH,2007-09-23,T,,Williamsport,MD,171.0
473,90.5,WJYJ,2007-08-25,T,,Fredericksburg,VA,199.0
472,90.5,WICN,2012-06-11,T,,Worcester,MA,213.0
465,90.5,WBUX,2011-09-02,T,,Buxton,NC,337.0
476,90.5,WPFF,2012-06-07,E,,Sturgeon Bay,WI,719.0
475,90.5,WNIU,2010-06-24,E,,Rockford,IL,750.0
484,90.5,WVHM,2013-05-11,E,,Benton,KY,760.0
462,90.5,WAPO,2012-05-31,E,,Mount Vernon,IL,766.0
470,90.5,WFRC,2008-05-29,E,,Columbus,GA,775.0
480,90.5,WSCT,2009-07-07,E,,Springfield,IL,780.0
471,90.5,WFYB,2007-07-23,E,,Gainesville,FL,822.0
443,90.5,KCGR,2013-06-01,E,,Oran,MO,829.0
466,90.5,WBVM,2008-07-09,E,,Tampa,FL,948.0
479,90.5,WREH,2008-07-09,E,,Cypress Quarters,FL,949.0
481,90.5,WTGF,2009-06-17,E,,Milton,FL,954.0
478,90.5,WQVI,2013-06-23,E,,Madison,MS,977.0
446,90.5,KGAC,2007-06-18,E,,St. Peter,MN,1026.0
454,90.5,KSMS,2009-07-06,E,,Lookout,MO,1028.0
450,90.5,KLRE,2011-06-20,E,,Little Rock,AR,1030.0
482,90.5,WUVM,2010-06-09,E,,Coral Gables,FL,1043.0
458,90.5,KXCV,2007-06-26,E,,Maryville,MO,1057.0
453,90.5,KRBW,2012-06-07,E,,Ottawa,KS,1096.0
440,90.5,CBQQ,2010-07-04,E,,Fort Frances,ON,1099.0
451,90.5,KNLL,2014-05-11,E,,Nashville,AR,1132.0
442,90.5,KBXE,2012-08-01,E,,Bagley,MN,1135.0
452,90.5,KNYD,2011-07-11,E,,Broken Arrow,OK,1175.0
457,90.5,KVCF,2013-05-10,E,,Freeman,SD,1185.0
447,90.5,KGKD,2013-05-29,E,,Columbus,NE,1196.0
441,90.5,KBMP,2013-05-29,E,,Enterprise,KS,1201.0
449,90.5,KLFT,2013-07-08,E,,Kaplan,LA,1214.0
439,90.5,Radio26,2013-07-15,E,,Matanzas,Cuba,1244.0
455,90.5,KTXG,2011-06-20,E,,Greenville,TX,1281.0
448,90.5,KGVV,2013-05-29,E,,Goltry,OK,1281.0
459,90.5,KZFT,2012-06-04,E,,Fannett,TX,1298.0
445,90.5,KFXU,2011-06-25,E,,Chickasha,OK,1315.0
461,90.5,KZNA,2007-06-26,E,,Hill City,KS,1327.0
444,90.5,KCND,2007-06-28,E,,Bismarck,ND,1373.0
460,90.5,KZKL,2009-06-12,E,,Wichita Falls,TX,1373.0
456,90.5,KUT,2011-06-20,E,,Austin,TX,1461.0
321,90.5,WAQL,2015-05-14,Es,USA,McComb,MS,1064
1640,90.5,WTGX,2015-09-20,Tropo,USA,Williamston,NC,302
5886,90.5,WZRN,2019-09-10,Tropo,USA,Norlina,NC,302
5476,90.5,WWIL,2018-07-09,Tropo,USA,Wilmington,NC,433
6249,90.5,WUSC,2015-08-11,Es,USA,Columbia,SC,536
3658,90.5,WKAR,2016-07-12,Es,USA,East Lansing,MI,542
1742,90.5,WPHN,2015-12-26,Es,USA,Gaylord,MI,604
5094,90.5,WUOL,2018-06-20,Es,USA,Louisville,KY,607
1810,90.5,WQRA,2015-12-30,Es,USA,Cloverdale,IN,631
33,90.5,CBHA,2014-08-27,Tropo,CAN,Halifax,NS,651
2051,90.5,WPWB,2015-12-30,Es,USA,Byron,GA,693
902,90.5,WXKV,2015-06-30,Es,USA,Memphis,TN,826
207,90.5,WCSO,2015-05-14,Es,USA,Columbus,MS,876
2570,90.5,WQLS,2016-06-29,Es,USA,Camden,AL,891
474,90.5,WKHS,2005-04-11,T,,Worton,MD,
469,90.5,WCVH,2005-04-11,G,,Flemington,NJ,
464,90.5,WBJB,2005-04-11,G,,Lincroft,NJ,
483,90.5,WVBV,2006-04-11,G,,Medford Lakes,NJ,
525,90.7,WRTL,2008-04-19,T,,Ephrata,PA,76.0
511,90.7,WCLH,2010-05-13,T,,Wilkes-Barre,PA,93.0
535,90.7,WZXY,2013-08-18,T,,Spring Grove,PA,116.0
512,90.7,WEGB,2012-04-19,T,,Montauk,NY,161.0
527,90.7,WTCC,2012-08-27,T,,Springfield,MA,179.0
534,90.7,WZLV,2011-07-11,T,,Cape Charles,VA,212.0
513,90.7,WEVN,2012-08-05,T,,Keene,NH,237.0
519,90.7,WMRA,2007-10-05,T,,Harrisonburg,VA,247.0
522,90.7,WNCU,2010-09-03,T,,Durham,NC,360.0
485,90.7,CBL-2,2013-09-09,T,,Paris,ON,363.0
487,90.7,CBOF,2005-10-05,T,,Ottawa,ON,376.0
524,90.7,WOTJ,2010-04-02,T,,Morehead City,NC,386.0
523,90.7,WNFR,2013-09-09,T,,Sandusky,MI,455.0
514,90.7,WFAE,2013-10-09,T,,Charlotte,NC,464.0
509,90.7,W214BZ,2013-07-11,E,,Savannah,GA,659.0
521,90.7,WMVV,2011-07-11,E,,Griffin,GA,695.0
510,90.7,WAYR,2013-07-03,E,,Brunswick,GA,721.0
520,90.7,WMVM,2011-07-08,E,,Goodman,WI,790.0
515,90.7,WFSL,2011-07-11,E,,Thomasville,GA,822.0
529,90.7,WVAS,2009-06-12,E,,Montgomery,AL,834.0
507,90.7,KWMU,2011-07-12,E,,St. Louis,MO,835.0
533,90.7,WZKV,2011-07-12,E,,Dyersburg,TN,844.0
518,90.7,WMFE,2008-07-09,E,,Orlando,FL,872.0
517,90.7,WKGC,2011-07-11,E,,Panama City,FL,913.0
528,90.7,WTIP,2010-07-04,E,,Grand Marais,MN,934.0
506,90.7,KVSR,2010-07-16,E,,Kirksville,MO,935.0
496,90.7,KLMK,2011-07-12,E,,Marvell,AR,964.0
488,90.7,K214BA,2014-06-30,E,,Mason City,IA,975.0
504,90.7,KTTK,2007-05-11,E,,Lebanon,MO,979.0
531,90.7,WXEL,2007-06-28,E,,West Palm Beach,FL,985.0
508,90.7,KWOI,2011-07-12,E,,Carroll,IA,1048.0
499,90.7,KOBC,2007-05-11,E,,Joplin,MO,1076.0
491,90.7,KBPR,2007-06-30,E,,Brainerd,MN,1077.0
500,90.7,KOJI,2008-06-09,E,,Okoboji,IA,1077.0
494,90.7,KJHK,2011-07-12,E,,Lawrence,KS,1091.0
530,90.7,WWOZ,2011-07-12,E,,New Orleans,LA,1110.0
505,90.7,KVNO,2011-07-12,E,,Omaha,NE,1112.0
502,90.7,KPOR,2011-07-12,E,,Emporia,KS,1143.0
497,90.7,KLSA,2010-06-30,E,,Alexandria,LA,1153.0
503,90.7,KSDJ,2013-07-26,E,,Brookings,SD,1157.0
501,90.7,KPEF,2013-07-08,E,,White Castle,LA,1161.0
489,90.7,K214BE,2013-07-11,E,,Shreveport,LA,1175.0
492,90.7,KFJM,2011-07-08,E,,Grand Forks,ND,1226.0
493,90.7,KFXT,2011-07-12,E,,Sulphur,OK,1273.0
490,90.7,KABU,2012-06-10,E,,Fort Totten,ND,1309.0
498,90.7,KMBV,2013-05-31,E,,Valentine,NE,1340.0
495,90.7,KJOV,2014-06-11,E,,Woodward,OK,1356.0
3530,90.7,KNSC,2016-07-12,Es,USA,Lake City,IA,1059
6203,90.7,KTAA,2015-08-11,Es,USA,Big Sandy,TX,1229
2606,90.7,CMEL,2016-07-12,Es,CUB,Santa Clara,vc,1243
5553,90.7,KRWG,2018-07-20,Es,USA,Las Cruces,NM,1867
3559,90.7,WAUS,2016-07-12,Es,USA,Berrien Springs,MI,626
3925,90.7,WPSR,2016-08-14,Es,USA,Evansville,IN,704
4667,90.7,WBEQ,2017-07-27,Es,USA,Morris,IL,728
3574,90.7,WHAD,2016-07-12,Es,USA,Delafield,WI,742
2061,90.7,WWQA,2015-12-30,Es,USA,Sasser,GA,785
1807,90.7,WAZU,2015-12-30,Es,USA,Canton,IL,791
532,90.7,WYRS,2005-04-11,G,,Manahwakin,NJ,
526,90.7,WSDL,2005-04-11,T,,Ocean City,MD,
516,90.7,WFUV,2005-04-11,G,,New York,NY,
486,90.7,CBN-1,2008-07-07,E,,Grand Falls,NF,
540,90.9,W215BY,2008-07-28,T,,Church Hill,MD,92.0
550,90.9,WZZH,2008-07-28,T,,Honesdale,PA,103.0
539,90.9,W215BT,2008-07-28,T,,Riverhead,NY,118.0
541,90.9,WAMK,2007-08-25,T,,Kingston,NY,140.0
544,90.9,WETA,2007-05-30,T,,Washington,DC,151.0
543,90.9,WBUR,2008-07-28,T,,Boston,MA,239.0
548,90.9,WRQM,2013-06-21,T,,Rocky Mount,NC,338.0
538,90.9,KUNI,2008-08-20,M,,Cedar Falls,IA,898.0
547,90.9,WMAO,2015-06-23,E,,Greenwood,MS,986.0
549,90.9,WSOR,2008-07-09,E,,Naples,FL,1031.0
546,90.9,WLFE,2012-07-24,E,,Cutler Bay,FL,1072.0
537,90.9,KJWR,2010-07-02,E,,Windom,MN,1077.0
3182,90.9,KLRC,2016-07-12,Es,USA,Tahlequah,OK,1116
273,90.9,KIKL,2015-05-14,Es,USA,Lafayette,LA,1182
5961,90.9,WJAB,2015-08-11,Es,USA,Huntsville,AL,741
2038,90.9,WOWB,2015-12-30,Es,USA,Brewton,AL,912
322,90.9,WATP,2015-05-14,Es,USA,Waynesboro,MS,966
545,90.9,WHYY,2005-04-11,G,,Philadelphia,PA,
569,91.1,WDDE,2011-07-11,T,,Dover,DE,85.0
572,91.1,WHFC,2008-08-19,T,,Bel Air,MD,88.0
578,91.1,WMSS,2013-09-30,T,,Middletown,PA,104.0
585,91.1,WSHU,2007-04-26,T,,Fairfield,CT,116.0
586,91.1,WSQE,2012-08-30,T,,Corning,NY,175.0
588,91.1,WTKL,2008-04-21,T,,North Darmouth,MA,223.0
580,91.1,WNSB,2006-08-17,T,,Norfolk,VA,246.0
590,91.1,WVRP,2013-06-21,T,,Roanoke Rapids,NC,296.0
552,91.1,CJRT,2005-10-05,T,,Toronto,ON,339.0
595,91.1,WZGO,2007-09-06,T,,Aurora,NC,346.0
594,91.1,WYBH,2013-06-21,T,,Fayetteville,NC,418.0
587,91.1,WSVH,2007-07-13,E,,Savannah,GA,664.0
592,91.1,WVUB,2013-07-05,E,,Vincennes,IN,684.0
583,91.1,WREK,2013-06-23,E,,Atlanta,GA,687.0
581,91.1,WOVM,2014-06-11,E,,Appleton,WI,750.0
568,91.1,WABR,2009-10-10,E,,Tifton,GA,770.0
570,91.1,WEGL,2013-06-23,E,,Auburn,AL,788.0
574,91.1,WIBI,2010-07-16,E,,Carlinville,IL,798.0
591,91.1,WVSU,2013-06-23,E,,Birmingham,AL,805.0
573,91.1,WHYZ,2011-06-20,E,,Palm Coast,FL,821.0
589,91.1,WUJC,2011-07-11,E,,St. Marks,FL,859.0
577,91.1,WKNO,2011-07-11,E,,Memphis,TN,889.0
579,91.1,WMSV,2011-07-12,E,,Starkville,MS,898.0
576,91.1,WKES,2007-07-26,E,,Lakeland,FL,928.0
575,91.1,WJFP,2007-06-28,E,,Fort Pierce,FL,931.0
582,91.1,WPSM,2010-06-02,E,,Ft. Walton Beach,FL,944.0
561,91.1,KNOW,2010-06-17,E,,Minneapolis,MN,990.0
565,91.1,KSMU,2007-05-11,E,,Springfield,MO,1018.0
551,91.1,CBN-2,2008-06-27,E,,Corner Brook,NF,1024.0
562,91.1,KNSH,2013-07-11,E,,Fort Dodge,IA,1030.0
560,91.1,KMTC,2013-05-17,E,,Russellville,AR,1054.0
564,91.1,KSJI,2013-05-11,E,,St. Joseph,MO,1057.0
559,91.1,KLSU,2007-07-13,E,,Baton Rouge,LA,1138.0
567,91.1,KUCV,2013-05-11,E,,Lincoln,NE,1154.0
555,91.1,KCCM,2008-06-27,E,,Moorhead,MN,1181.0
556,91.1,KCFN,2009-07-02,E,,Wichita,KS,1216.0
557,91.1,KGWP,2013-07-14,E,,Pittsburg,TX,1217.0
563,91.1,KOJO,2013-07-08,E,,Lake Charles,LA,1229.0
553,91.1,CMDQ,2008-06-26,E,,Colon,Cuba,1253.0
566,91.1,KTSD,2008-07-26,E,,Reliance,SD,1294.0
558,91.1,KJRF,2012-06-12,E,,Lawton,OK,1329.0
554,91.1,KANZ,2011-07-12,E,,Garden City,KS,1406.0
944,91.1,KANX,2015-06-30,Es,USA,Sheridan,AR,1053
4322,91.1,WGCS,2017-06-25,Es,USA,Goshen,IN,597
3591,91.1,WILV,2016-07-12,Es,USA,Loves Park,IL,764
593,91.1,WWNJ,2005-04-11,G,,Dover Twp.,NJ,
584,91.1,WRTY,2005-04-11,T,,Jackson Twp.,PA,
571,91.1,WFMU,2005-04-11,G,,East Orange,NJ,
610,91.3,WGRC,2012-07-12,T,,Lewisburg,PA,124.0
607,91.3,WESM,2007-05-25,T,,Princess Anne,MD,140.0
624,91.3,WTRM,2007-10-04,T,,Winchester,VA,202.0
609,91.3,WFMR,2012-07-11,T,,Orleans,MA,274.0
613,91.3,WKMS,2011-06-24,E,,Murray,KY,751.0
617,91.3,WNIW,2015-06-18,E,,La Salle,IL,772.0
611,91.3,WHHI,2010-06-17,E,,Highland,WI,828.0
612,91.3,WIUM,2014-07-01,E,,Macomb,IL,836.0
599,91.3,KBIY,2014-07-01,E,,Van Buren,MO,897.0
598,91.3,KBIA,2013-07-05,E,,Columbia,MO,933.0
